C,DV,E_K,El,Tref,Vr,Vt_star,cell_type,dt,eta_10.0,eta_100.0,eta_1000.0,eta_3.0,eta_30.0,eta_300.0,eta_3000.0,gamma_3.0,gamma_30.0,gamma_300.0,gamma_3000.0,gbar_K1,gbar_K2,gl,h_A,h_Vhalf,h_k,h_tau,lambda0,m_A,m_Vhalf,m_k,n_A,n_Vhalf,n_k,name,resting_potential,type
0.0991646320729494,6.53742275913799,,-64.4566997623146,6.5,-53.55198388106613,-55.72316888614789,5HT,0.1,0.008589945945949242,0.028477003295473577,0.002652258086026364,0.05572717511863413,-0.003864817755465549,-0.0002224286401520429,0.0006695844399387347,68849.73847871688,-46.68665820135238,6.983621810352137,5.327227451904232,,,0.0011011578076154716,,,,,1.0,,,,,,,DRN307,-64.45670316642952,GIF
0.12181232664186299,4.4420226965444325,,-80.40297831260699,6.5,-54.55562066504704,-54.31782321038063,5HT,0.1,0.024262144481414876,0.03874559746686176,0.008134587665847492,0.07965328453188933,-0.013658162345356087,0.007560321140375293,-0.0032541011938509094,-63.497848783339386,60.990898497629715,37.53311410190928,2.5464854607384013,,,0.0013410718750728066,,,,,1.0,,,,,,,DRN308,-80.40297699732136,GIF
0.11512529689654778,2.41797910959304,,-64.85140711106986,6.5,-56.135385462133065,-49.11101328614746,5HT,0.1,0.06853693660500722,0.05586643774410389,0.0028413826228619577,-0.025441968793895244,-0.022651988531934692,0.006485289127267043,-0.0010523126111429903,-94.41513080882956,91.66375462241173,10.192265357583114,0.14615141031956036,,,0.0022721522823327695,,,,,1.0,,,,,,,DRN317,-64.85140989606947,GIF
0.09417288304723423,3.813900219778296,,-63.56535088613511,6.5,-55.91928075680405,-46.18150720436542,5HT,0.1,0.01740852520807872,0.05729858169159931,0.0037760546816717326,-0.016149818472418323,-0.0022132031356260204,-0.00399937732970675,-0.0005926101002609767,-176.95345718320533,185.7042288353669,6.839458412978059,-0.17110940515725057,,,0.0016536020886449255,,,,,1.0,,,,,,,DRN318,-63.56534958634344,GIF
0.10576909760074607,4.568117173160755,,-54.18654438674012,6.5,-49.18546139710574,-59.39296785302336,5HT,0.1,0.030981359807120162,0.007374813538788398,0.007066676878514079,-0.0674687826115244,0.026208626675192352,0.00022583607804886263,-0.006006814581947814,807.045568417795,-1.8744504273488853,0.4436510280253159,2.199422039395951,,,0.0018984205238352185,,,,,1.0,,,,,,,DRN319,-54.186542521727674,GIF
0.10598551455389196,3.660196536766666,,-77.66045933120787,6.5,-55.91023008914911,-54.20655463696874,5HT,0.1,-0.029524075188938313,0.0028620275464726294,-0.0027103001762381405,0.12236062530480882,0.018547663212266648,0.03220974493024591,0.0011363738256202503,-103.8335936262709,90.22182973221524,47.77738280301605,0.2970552690369589,,,0.0014798303922763803,,,,,1.0,,,,,,,DRN320,-77.66046141378685,GIF
0.07536792074664812,7.103950273807635,,-58.45118492950399,6.5,-53.85661985938296,-60.72757251354047,5HT,0.1,-0.005190697793374408,0.0186617926934783,-0.0006930805767653632,0.07377214277130743,0.0013866207945241646,0.004873449215513932,0.0016120866095130945,2015.2679243582454,-35.986807611981426,7.202479109018647,3.4193899863106383,,,0.001010425675446872,,,,,1.0,,,,,,,DRN321,-58.45118332831369,GIF
0.057376113533958904,4.481107986066908,,-58.94301978355612,6.5,-50.65467549502242,-52.31892521097503,5HT,0.1,-0.009947769590490133,0.016924855963339345,0.0014870035572369805,0.08995679126005589,0.020624934248270183,0.007852173060691149,0.0002469168561808537,444.5566183841454,7.255311696531057,7.234137027540181,-0.07449140798668843,,,0.0013458616577433113,,,,,1.0,,,,,,,DRN324,-58.94301986646585,GIF
0.06040552359899429,8.549067017708062,,-65.86583332377455,6.5,-63.857361220808144,-59.17047007433694,5HT,0.1,-0.03592151787908788,0.004705950042735961,0.0020315339927186845,0.02847416002279608,0.014602810607873393,0.004222465736777566,-0.0014133464705214911,472.44331984959945,2.1511367130182237,8.928288988206218,-1.0342162457780049,,,0.001274870528914604,,,,,1.0,,,,,,,DRN325,-65.86583707555995,GIF
0.08636385611923605,3.8106454791962916,,-61.54747194914875,6.5,-47.654813394062046,-47.200641624806416,5HT,0.1,-0.019938395437092003,0.026537984115386097,-0.000598733440193672,0.25820137532605425,0.004317288961044048,0.01854062224904616,-0.00011646005033829463,-77.7604060746745,80.0965906512452,26.178383528952295,-1.3101891976395752,,,0.001284283828213626,,,,,1.0,,,,,,,DRN327,-61.54747010340381,GIF
0.09407197381134405,7.59269363707108,,-65.49849000995532,6.5,-21.744849886470618,-47.97534294467894,5HT,0.1,-0.14645472635203102,-0.02143010269464816,0.005996055715605628,0.8236993716365193,0.1262773150161199,0.04031418826287099,-0.004777410282471212,-2167005.007046,2167098.3188925283,44.5645121273553,0.09518820306237387,,,0.0009797238366801677,,,,,1.0,,,,,,,DRN332,-65.49848938349086,GIF
0.1282052165075235,4.185080310438452,,-87.26223866938919,6.5,-51.2305711976473,-57.07372090466929,5HT,0.1,0.03732160777920955,0.04872215944368108,0.005981180610727284,0.02074463022845958,-0.027663845192895976,0.002495340773264211,-0.0009019540096726376,24791877.7585674,-220.62537999611536,49.169241917400875,1.6346782358423624,,,0.0009603544371658308,,,,,1.0,,,,,,,DRN384,-87.26223755524492,GIF
0.108776758597174,4.525883947550762,,-67.95844079503867,6.5,-50.750507003224556,-56.26496428595698,5HT,0.1,0.05008300169556953,0.01649948453817434,0.004061880604439339,0.14574285428359732,0.014191580836781188,0.020338062168770574,4.005965117090772e-05,-109.95144761800954,115.2704008487243,33.55300929544168,1.8026571175319508,,,0.0013845535068264625,,,,,1.0,,,,,,,DRN385,-67.95844267714845,GIF
0.07592693807245149,7.360246318515939,,-68.46281249369981,6.5,-51.238883584626784,-58.28288408881391,5HT,0.1,0.0035567845302490455,0.017236215436184858,-0.00027192083416885805,0.030593945708200912,0.010794013454495273,0.015689097378296275,0.0008011814495605264,2252.0423738118175,-24.813484982969847,14.549219614482965,0.7458005460579503,,,0.0010187954069284788,,,,,1.0,,,,,,,DRN386,-68.46281432053321,GIF
0.08992611331941204,5.255858980922729,,-80.11474806430675,6.5,-53.463849574083355,-57.771155064505564,5HT,0.1,-0.017131680813514058,0.030981225989892176,0.003874706631824232,0.022877477792122604,0.01868353119484254,0.00018784612380387782,-0.0008089920713118406,529.0134804783445,-30.656508501107954,9.003323406177381,2.1747094873474464,,,0.0013496442945197314,,,,,1.0,,,,,,,JF3,-80.11474610503423,GIF
0.07881572174689568,3.538619217709909,,-69.91823654047204,6.5,-55.979830936774526,-44.48135538078477,5HT,0.1,-0.03638051294700054,0.03322671920027573,0.002549138645710862,-0.004691324548564671,0.01747618821544848,0.007028687092153554,-0.0011285022375629706,-21.429684587407188,25.06163405830215,11.8610463881963,1.2970636715616715,,,0.0015938480202156795,,,,,1.0,,,,,,,JF5,-69.9182357831702,GIF
0.04531387910762925,3.6531182148869297,,-62.55096411684665,6.5,-58.81041002380553,-47.84800995506342,5HT,0.1,-0.007986443602002074,0.007241010177069907,0.0010028049629597462,0.0014579469939008808,0.00882775450804831,0.0075719444019556196,-0.0003958437529008419,40971.679450561816,-23.647476340508096,-3.0652662169589875,7.233088474836672,,,0.001153123989596772,,,,,1.0,,,,,,,JF6,-62.5509643541023,GIF
0.051272600201609494,3.3025704290893203,,-49.09186921824344,6.5,-54.583709677054856,-45.00151912405507,5HT,0.1,-0.006647912752254721,0.013970607985233374,0.004132364628911294,-0.000689291239070562,0.005927483935761014,0.005516774125918541,-0.0013164815434239564,231.64527066425805,-18.30863658059824,3.0278861375290824,2.868045099353044,,,0.0015488258122741566,,,,,1.0,,,,,,,JF7,-49.09186935346923,GIF
0.09436121265644382,5.151440088742636,-101.0,-58.844483758570455,6.5,-53.55198388106613,-54.17785860915891,5HT,0.1,0.017686400857186823,0.0342999223163248,0.0020958298552760215,0.049526268666548676,-0.008602375685523621,-0.0004761139603653767,0.0006713319245571767,52927.0084777595,-37.56745723045544,9.210687211593532,4.043285764567962,0.005488199404749188,2.2847553500800277e-17,0.0008607353936910033,1.03,-59.2,-0.165,33.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN307,-63.87824058738172,AugmentedGIF
0.11484493871640979,3.100221755824847,-101.0,-78.70406024786985,6.5,-54.55562066504704,-52.01954318849065,5HT,0.1,0.03129746955055427,0.04400793497243446,0.006358690813819311,0.07509912014949328,-0.015407539063968589,0.008240557277847994,-0.002651975846049034,-96.25805739725524,83.0767419357803,33.07027853047598,1.5679520371490712,0.00948290846763545,1.6256023562682383e-25,0.0009223074992604037,1.03,-59.2,-0.165,33.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN308,-80.04469273724283,AugmentedGIF
0.11271855005269973,1.243869337885366,-101.0,-63.61394615277385,6.5,-56.135385462133065,-46.521983060373614,5HT,0.1,0.07073141561382358,0.060427578771127935,0.0018377368702530673,-0.027645458070436658,-0.02348689106834173,0.005463049641978427,-0.0008235359751801772,-117.18001951815353,105.71358286703816,10.527019407613578,-0.19605915395470927,0.0043249632190057756,2.557317843680261e-28,0.0018796484382616805,1.03,-59.2,-0.165,61.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN317,-65.25057174328693,AugmentedGIF
0.08779271488194319,2.370314148082983,-101.0,-59.092436753938806,6.5,-55.91928075680405,-44.941785316939196,5HT,0.1,0.022294449990636463,0.06333679404370256,0.001826631214970995,-0.016179612703940877,-0.006966666838849962,-0.002336368332816368,-3.237640721963056e-05,-23.41328770308533,16.46517368546895,15.640273696458127,-0.8499516985411595,0.005720019316922595,5.686786152290889e-24,0.0012604306539438768,1.03,-59.2,-0.165,82.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN318,-62.91725118792555,AugmentedGIF
0.12115755054788484,4.977855990593771,-101.0,-50.061295451405044,6.5,-49.18546139710574,-58.7389164548428,5HT,0.1,0.04841353676157226,0.021001866989923058,0.0052473782187971415,-0.08555357877413909,0.010993316193375617,-0.0008188556743165699,-0.004682186486278237,1136.5024628284038,-7.241189614227436,0.1736627747244519,2.3562866811649976,8.09841760032815e-17,7.201046730055111e-22,0.0013904974819264426,1.03,-59.2,-0.165,10.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN319,-50.061294560793506,AugmentedGIF
0.10337326286529278,2.659064526819056,-101.0,-76.59614412257052,6.5,-55.91023008914911,-52.97060739576216,5HT,0.1,-0.02316719613335228,0.007933941673680289,-0.0038172252931702004,0.12113917296902847,0.013427038936883694,0.032670989551488866,0.0013146248834954863,-557.303610960359,550.0350764598029,38.036443300786814,-0.6535539828435339,0.004736638871797008,5.48266153071963e-22,0.0012431780610333216,1.03,-59.2,-0.165,45.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN320,-77.31705282279955,AugmentedGIF
0.07224763757749324,4.7078688377558695,-101.0,-50.447329834666945,6.5,-53.85661985938296,-55.6169699633575,5HT,0.1,0.0013433799613465779,0.0212983627565342,-0.001142609302333462,0.0702309848543734,-0.0007627305555911695,0.005225471154372166,0.0017296265291558818,1315.1554602418075,-26.195891090302855,10.19687924756496,0.9512137181946776,0.005685148462463409,7.602436011686824e-21,0.0008152526577128324,1.03,-59.2,-0.165,33.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN321,-57.86339974518738,AugmentedGIF
0.05590722259475871,3.7540063401990134,-101.0,-57.54328455324898,6.5,-50.65467549502242,-50.255362243938706,5HT,0.1,-0.009408574644256786,0.018941336370707742,0.001382151122645524,0.09041318475874667,0.01964710614809596,0.007765377598522215,0.000173830273528586,933.22145272,-2.5532472349026003,9.978769184891265,-0.4664174365828861,0.0014415369101130778,1.2254454860087281e-20,0.0012301930017752192,1.03,-59.2,-0.165,45.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN324,-58.756290123041595,AugmentedGIF
0.056910920362322946,4.7452733719674525,-101.0,-61.89233663581568,6.5,-63.857361220808144,-55.55013580079903,5HT,0.1,-0.02330716329307588,0.004469693785504924,0.0009445066749360361,0.022585307905594126,0.012620004031244653,0.00446632096658678,-0.0009903206883805017,197.3446901768823,4.205830141845454,4.919586895732799,-0.6467903208442262,0.002727739269802874,0.004035660972021456,0.00104347454727995,1.03,-59.2,-0.165,150.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN325,-63.98260535785049,AugmentedGIF
0.08166422449651999,2.3822629692035124,-101.0,-56.928274910600834,6.5,-47.654813394062046,-45.14192859456796,5HT,0.1,-0.017795901135807424,0.030616862269198904,-0.00042493562921010935,0.25212571915519233,0.00295775151169754,0.01823607345173785,-0.0002734539464969707,-50.220122756522834,32.57555466409822,34.8375881330605,-1.746394244387472,0.004396750482149868,3.771947719511278e-21,0.0010303603227447677,1.03,-59.2,-0.165,45.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN327,-60.95555607674743,AugmentedGIF
0.0842770153993,7.326248109602455,-101.0,-55.61931097052679,6.5,-21.744849886470618,-47.3270141059034,5HT,0.1,-0.1310200383500094,-0.01649722798389312,0.004723191542807355,0.7483810346161174,0.12176438045446411,0.040231726872299096,-0.004590523526372691,-2005133.62956442,2005194.809596555,66.84259231710429,0.33866950312246047,0.00907538932456171,1.8608580395268514e-19,0.0006496374813222861,1.03,-59.2,-0.165,25.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN332,-65.42031950235204,AugmentedGIF
0.12688046673463213,4.206583256007143,-101.0,-86.99985892024732,6.5,-51.2305711976473,-57.26817114084835,5HT,0.1,0.03939271607326153,0.04768374331976483,0.005638300862759187,0.022543849583355143,-0.0274779618756551,0.003430673950452127,-0.0008326922976331331,25599287.58141264,-228.05798290335076,51.15307898851964,1.6786431452405592,0.003151687979999757,6.263991315836399e-24,0.0008701091240451813,1.03,-59.2,-0.165,10.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN384,-87.1583743288328,AugmentedGIF
0.10453294383676574,3.667619808291308,-101.0,-62.038764885897194,6.5,-50.750507003224556,-54.4456367580224,5HT,0.1,0.04719624062389704,0.01636589837721118,0.0031011499376652385,0.14983682447971897,0.018063820146259197,0.02242173434284256,0.00023368080243865431,-204.138503443353,205.07073275846054,29.1153829009289,0.6417235284565938,0.008962759580827534,1.423762356183138e-15,0.0010573437177834248,1.03,-59.2,-0.165,25.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN385,-67.15527456833566,AugmentedGIF
0.07044804055463565,4.35795303731299,-101.0,-60.67537455893718,6.5,-51.238883584626784,-50.65704746161953,5HT,0.1,0.0071536478365644175,0.022568668121273196,3.880424859045691e-05,0.028388285799877146,0.008832005775856192,0.015219450688165843,0.0006509211839157939,2862.0661410431117,-24.506212132586043,16.91172855764214,-0.7943576507651801,0.00720841779111387,1.3845827382374796e-26,0.0007353090392878327,1.03,-59.2,-0.165,33.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,DRN386,-66.7911171937949,AugmentedGIF
0.08729479215814079,3.8993720903073554,-101.0,-77.68112629659689,6.5,-53.463849574083355,-54.87792430278963,5HT,0.1,-0.011332928776445692,0.03215061992354712,0.0029384443811993955,0.021740560736742444,0.01716848635940599,0.001032720068992755,-0.0004744043727355811,516.4881396799653,-29.64952574960624,12.270407581434226,0.47615538213372455,0.007316965138329058,1.2038791553358536e-14,0.0011459445151074737,1.03,-59.2,-0.165,18.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,JF3,-78.68617368755997,AugmentedGIF
0.07390555751638525,1.534313214676875,-101.0,-67.66318877653067,6.5,-55.979830936774526,-44.17485342297209,5HT,0.1,-0.012783802755714016,0.04312708479106209,0.0005803674346278193,-0.014395312835700124,-0.0003913793349722486,0.008190730990109432,-0.0004773765358832185,6797093.41071365,-16.813668051706898,9.511012391813281,1.47840504735593,0.004313203379767986,0.0011266767634474696,0.0012699366140948756,1.03,-59.2,-0.165,82.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,JF5,-69.3251079000229,AugmentedGIF
0.0431790538244223,2.2302346838491323,-101.0,-60.174252710975125,6.5,-58.81041002380553,-45.571608589419434,5HT,0.1,0.0013193714285595444,0.012448759869313066,0.00023972475254361404,-0.002898784513478427,0.0015506790315770972,0.007573634707809497,-0.0001875252237421048,53563.3601717792,-24.498457433276524,4.768902781112915,3.4043914993045026,0.002246135933212183,9.033245212890282e-27,0.0009852839300704434,1.03,-59.2,-0.165,82.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,JF6,-62.18502130245248,AugmentedGIF
0.04823503512074825,1.523612988077971,-101.0,-45.15571402472259,6.5,-54.583709677054856,-42.54054041031227,5HT,0.1,0.0035499168261170035,0.015138610957838507,0.0012427244628640459,-0.0051740732546964015,-0.00010485960530925963,0.00937671429087729,-0.0004148751385908939,458.64728908904635,-14.379593595095345,4.914538079324769,1.5800787504397777,0.0022244193037346542,0.0003135432438694875,0.0013192569616643564,1.03,-59.2,-0.165,150.0,1.0,1.61,-23.7,0.0985,1.55,-24.3,0.216,JF7,-46.92861831390915,AugmentedGIF
0.0991646320729494,5.414153434599035,,-64.4566997623146,6.5,-53.55198388106613,-34.72048827059899,5HT,0.1,0.008589945945949242,0.028477003295473577,0.002652258086026364,0.05572717511863413,-0.003864817755465549,-0.0002224286401520429,0.0006695844399387347,62825.24332208434,-60.84359147594794,7.562419033371545,1.4552371505997193,,,0.0011011578076154716,,,,,1.0,,,,,,,DRN307,-64.45670316642952,iGIF_NP
0.12181232664186299,4.504285220795268,,-80.40297831260699,6.5,-54.55562066504704,-30.20057719990072,5HT,0.1,0.024262144481414876,0.03874559746686176,0.008134587665847492,0.07965328453188933,-0.013658162345356087,0.007560321140375293,-0.0032541011938509094,-236.8049937151418,211.3370678720214,32.116737570250095,3.2838291306624408,,,0.0013410718750728066,,,,,1.0,,,,,,,DRN308,-80.40297699732136,iGIF_NP
0.11512529689654778,0.8653868321641102,,-64.85140711106986,6.5,-56.135385462133065,-47.06659479524521,5HT,0.1,0.06853693660500722,0.05586643774410389,0.0028413826228619577,-0.025441968793895244,-0.022651988531934692,0.006485289127267043,-0.0010523126111429903,-20.303302558238936,19.099101744322237,2.283695996162165,0.05227233656425206,,,0.0022721522823327695,,,,,1.0,,,,,,,DRN317,-64.85140989606947,iGIF_NP
0.09417288304723423,1.245645317248868,,-63.56535088613511,6.5,-55.91928075680405,-46.56391822583149,5HT,0.1,0.01740852520807872,0.05729858169159931,0.0037760546816717326,-0.016149818472418323,-0.0022132031356260204,-0.00399937732970675,-0.0005926101002609767,-19.9270556820513,18.246210719793172,1.2107790889506667,0.4051780767021716,,,0.0016536020886449255,,,,,1.0,,,,,,,DRN318,-63.56534958634344,iGIF_NP
0.10576909760074607,2.0344807211605147,,-54.18654438674012,6.5,-49.18546139710574,-53.001099056945115,5HT,0.1,0.030981359807120162,0.007374813538788398,0.007066676878514079,-0.0674687826115244,0.026208626675192352,0.00022583607804886263,-0.006006814581947814,212.67436109533276,6.157223481440393,-0.40879577154680885,0.6976860071926982,,,0.0018984205238352185,,,,,1.0,,,,,,,DRN319,-54.186542521727674,iGIF_NP
0.10598551455389196,3.1668335889496713,,-77.66045933120787,6.5,-55.91023008914911,-43.399609210348444,5HT,0.1,-0.029524075188938313,0.0028620275464726294,-0.0027103001762381405,0.12236062530480882,0.018547663212266648,0.03220974493024591,0.0011363738256202503,-38.081807013402994,7.5127492688929784,52.85769035206029,-0.47098773760025703,,,0.0014798303922763803,,,,,1.0,,,,,,,DRN320,-77.66046141378685,iGIF_NP
0.07536792074664812,5.6909406739797666,,-58.45118492950399,6.5,-53.85661985938296,-42.01669161604926,5HT,0.1,-0.005190697793374408,0.0186617926934783,-0.0006930805767653632,0.07377214277130743,0.0013866207945241646,0.004873449215513932,0.0016120866095130945,1849.2215001556556,-48.45864508530552,11.418549287731834,-0.1321701146677124,,,0.001010425675446872,,,,,1.0,,,,,,,DRN321,-58.45118332831369,iGIF_NP
0.057376113533958904,1.949404260638604,,-58.94301978355612,6.5,-50.65467549502242,-46.046360895476084,5HT,0.1,-0.009947769590490133,0.016924855963339345,0.0014870035572369805,0.08995679126005589,0.020624934248270183,0.007852173060691149,0.0002469168561808537,1428.0032482270137,5.544299941610296,1.7444559920373892,-0.0647812838813446,,,0.0013458616577433113,,,,,1.0,,,,,,,DRN324,-58.94301986646585,iGIF_NP
0.06040552359899429,1.811221760034708,,-65.86583332377455,6.5,-63.857361220808144,-62.69778945304465,5HT,0.1,-0.03592151787908788,0.004705950042735961,0.0020315339927186845,0.02847416002279608,0.014602810607873393,0.004222465736777566,-0.0014133464705214911,337.58180854429946,20.13080154853795,0.7480377710869238,-0.3234350777791916,,,0.001274870528914604,,,,,1.0,,,,,,,DRN325,-65.86583707555995,iGIF_NP
0.08636385611923605,1.8525607035799185,,-61.54747194914875,6.5,-47.654813394062046,-47.57568209891261,5HT,0.1,-0.019938395437092003,0.026537984115386097,-0.000598733440193672,0.25820137532605425,0.004317288961044048,0.01854062224904616,-0.00011646005033829463,-1.8825034313273479,9.515958933847955,9.000300687584872,-0.01868498805038663,,,0.001284283828213626,,,,,1.0,,,,,,,DRN327,-61.54747010340381,iGIF_NP
0.09407197381134405,7.0772999365603875,,-65.49849000995532,6.5,-21.744849886470618,-46.58928539455041,5HT,0.1,-0.14645472635203102,-0.02143010269464816,0.005996055715605628,0.8236993716365193,0.1262773150161199,0.04031418826287099,-0.004777410282471212,-1985759.849063358,1985852.8170804759,39.81491163611307,-0.519393777231943,,,0.0009797238366801677,,,,,1.0,,,,,,,DRN332,-65.49848938349086,iGIF_NP
0.1282052165075235,4.495715446882149,,-87.26223866938919,6.5,-51.2305711976473,-50.01264033153348,5HT,0.1,0.03732160777920955,0.04872215944368108,0.005981180610727284,0.02074463022845958,-0.027663845192895976,0.002495340773264211,-0.0009019540096726376,23034339.667863723,-212.57098375506965,46.179930665179945,0.2719594720927716,,,0.0009603544371658308,,,,,1.0,,,,,,,DRN384,-87.26223755524492,iGIF_NP
0.108776758597174,2.3880408329431164,,-67.95844079503867,6.5,-50.750507003224556,-54.688970609697094,5HT,0.1,0.05008300169556953,0.01649948453817434,0.004061880604439339,0.14574285428359732,0.014191580836781188,0.020338062168770574,4.005965117090772e-05,-80.17459178210682,87.29238096120854,15.147952063974953,0.8368508002927179,,,0.0013845535068264625,,,,,1.0,,,,,,,DRN385,-67.95844267714845,iGIF_NP
